key,tokenizer,technique,mcc,m_f1,w_f1,acc
160,WhitespaceTokenizer,LR,-0.008036293774340387,0.3763034505032835,0.4127922645655953,0.5511324639670556
104,WhitespaceTokenizer,LSTM,0.0,0.35898639136555605,0.4020857824226214,0.5600292825768668
113,ToktokTokenizer,LSTM,0.5160685184090282,0.7580042905501413,0.7611479745368293,0.7609809663250366
338,TweetTokenizer,LR,0.0025803168598461713,0.41342896410678825,0.4474321750166779,0.5515045025258072
9,TreebankWordTokenizer,BiLSTM,0.5124446494863582,0.7561416302233339,0.7586602525822406,0.7584187408491947
297,NLTKWordTokenizer,LR,-0.007385806845453225,0.38611281812690207,0.4295327804108842,0.560619371842741
195,TreebankWordTokenizer,LR,-0.0022647731406749624,0.3817098152696276,0.4203188218373207,0.5551132463967056
127,TweetTokenizer,SGDC,-0.010305728364424796,0.4690448048554916,0.4910407684680657,0.5296486090775988
173,TreebankWordTokenizer,SGDC,0.014260005616492898,0.5026223629036468,0.5128496618503865,0.5218943033630749
292,TweetTokenizer,BNB,-0.004760982888411078,0.4886839808618757,0.5015029617639302,0.5172413793103449
383,ToktokTokenizer,BNB,-0.002064081542417253,0.4859103985890402,0.5004731252488672,0.5216197666437886
184,MWETokenizer,GB,0.00185129596310179,0.3731689630244154,0.4132142739519043,0.5571722717913521
359,SyllableTokenizer,BiLSTM,0.0,0.35737473535638675,0.3974842213583884,0.5561168460355811
438,WhitespaceTokenizer,SGDC,0.008386517377996104,0.4852534146652692,0.4809325453345,0.4874807819020426
420,MWETokenizer,CNN,0.4938754365958142,0.7461383410612936,0.7487995411418468,0.7480781902042609
393,TweetTokenizer,CNN,0.0,0.3575560886129533,0.3980000564661646,0.5565561168460356
102,MWETokenizer,LR,0.013949984919146707,0.4035414867380122,0.4426149956526028,0.5603953147877013
35,SyllableTokenizer,LSTM,0.4950916138682263,0.7462074425969913,0.7507287145736502,0.7523678792038435
34,TweetTokenizer,SGDC,-0.006338434727714498,0.487524335141298,0.4868647853973232,0.4875772134522993
287,MWETokenizer,BiLSTM,0.0,0.3587775508766989,0.4014872878798113,0.5595211948166045
272,TweetTokenizer,BiLSTM,0.0,0.35696001412304706,0.39630646454731705,0.5551132463967056
41,ToktokTokenizer,LSTM,0.0,0.3601791673985597,0.4055167509956056,0.5629375428963624
20,TweetTokenizer,CNN,0.0,0.3568738229755179,0.3960620172993302,0.554904831625183
34,MWETokenizer,BNB,0.008089823687183771,0.4726887879290287,0.498073452589326,0.5426218256691833
130,ToktokTokenizer,LR,-0.016471891390548013,0.3839268408199633,0.4211815511929156,0.5505833905284832
197,TreebankWordTokenizer,CNN,0.0,0.3590533169100827,0.4022777175868352,0.5601921757035003
475,TweetTokenizer,GB,0.008330431013706086,0.37280691670308336,0.4076636529507221,0.5512697323266987
19,ToktokTokenizer,LR,0.010028071919505615,0.37671257549741227,0.4193622570083821,0.5618594436310396
302,ToktokTokenizer,BNB,0.016597046029215582,0.4972574470950283,0.5092301421245211,0.5265758840325061
466,WhitespaceTokenizer,GB,-0.00020968159615246688,0.3707573569495421,0.4101642292086066,0.5559368565545642
217,TweetTokenizer,BNB,-0.0029573119581094336,0.4480597068921823,0.4762113296985209,0.542347288949897
101,NLTKWordTokenizer,GB,-0.013339351594524393,0.3756083670846712,0.4145168136466728,0.5534407027818448
5,ToktokTokenizer,LR,0.004292123111016633,0.3848531138797892,0.42006170799328296,0.5519765739385066
416,WhitespaceTokenizer,GB,-0.015793113134158432,0.3697746679063405,0.4104941578063603,0.5555250514756349
280,SyllableTokenizer,LSTM,0.0,0.362195762563474,0.4113668825600802,0.5678792038435141
497,TweetTokenizer,KNN,0.004007103876788554,0.4688186259360757,0.4602256536676245,0.4784040995607614
371,MWETokenizer,SGDC,-0.00044150026475280654,0.4977643831070908,0.5005313280263762,0.4989704873026768
336,MWETokenizer,LSTM,0.0,0.3575560886129533,0.3980000564661646,0.5565561168460356
327,SyllableTokenizer,GB,0.009260533080730687,0.3710973528136603,0.4152927786338288,0.5631451790028552
25,WhitespaceTokenizer,SGDC,-0.005822912374106482,0.462504603583565,0.4538810551318854,0.4763212079615649
448,TreebankWordTokenizer,LSTM,0.0,0.3590483564440065,0.4022634891765599,0.5601801010322864
152,SyllableTokenizer,KNN,0.0011295531895166868,0.4694230741880385,0.4612987163138306,0.4770075497597804
100,WhitespaceTokenizer,LSTM,0.504711489986488,0.7523012534128586,0.7557271034342673,0.7554904831625183
467,ToktokTokenizer,LSTM,0.4837471996682439,0.740147603622205,0.742248403242667,0.7413864104323953
0,ToktokTokenizer,LR,0.07546111891457935,0.4676495429041663,0.4925705366818289,0.5657027818448024
429,SyllableTokenizer,GB,-0.014850189126919438,0.3720907099959293,0.4121883429050772,0.554799033604217
300,TreebankWordTokenizer,LR,0.074934011258659,0.4654196324219722,0.4933681538373754,0.5692949703492203
144,NLTKWordTokenizer,GB,-0.005684419715043748,0.3679180936043606,0.4024377439341493,0.5486822840409956
295,MWETokenizer,KNN,-0.008154029754094037,0.4639611560685024,0.4554664136114272,0.472765209751812
103,MWETokenizer,CNN,0.49460365524393296,0.7471338433212388,0.7509846886384505,0.7505490483162518
361,MWETokenizer,KNN,0.023372824460139267,0.47661586560131497,0.4678666963036008,0.4866163349347976
188,ToktokTokenizer,LSTM,0.00820246145016142,0.3580363962981871,0.39759091686758496,0.5556623198352779
105,SyllableTokenizer,KNN,0.008562661343764936,0.4764217638555792,0.4693444522463275,0.4846266471449488
479,WhitespaceTokenizer,SGDC,-0.0208925176455848,0.4855111209060492,0.4853449119701886,0.4855181880576527
77,ToktokTokenizer,KNN,0.010564783826160436,0.471007705640364,0.4621910918134675,0.4798901853122855
35,MWETokenizer,BiLSTM,0.5157443957632031,0.757656485839805,0.761568030840991,0.7621139327385038
101,TweetTokenizer,CNN,0.0,0.3648727188190166,0.4192296721716301,0.5744875549048316
318,ToktokTokenizer,GB,-0.020113256677642053,0.3731551799472895,0.4074546705973536,0.5460535346602609
338,TreebankWordTokenizer,CNN,0.0,0.3607132827857343,0.4070601464865151,0.5642433560289919
202,MWETokenizer,KNN,0.012008731928152154,0.4758794143512908,0.4684821667085751,0.4864790665751544
419,TweetTokenizer,GB,-0.011179868218064316,0.3740822714266908,0.4029934362801669,0.5402882635552505
361,TweetTokenizer,LR,-0.01909779719780633,0.38724948273658055,0.4292702089270598,0.5563486616334935
444,MWETokenizer,GB,-0.011340204790625422,0.3708725063078394,0.4092396218719833,0.5530419503623984
135,TweetTokenizer,BNB,0.04762583968519174,0.5235579978697293,0.5283984282683475,0.5274524158125915
59,MWETokenizer,SGDC,0.014405215250469916,0.5070364311233344,0.51456460615904,0.5157393850658858
433,WhitespaceTokenizer,BiLSTM,0.01171985784932578,0.357465592908458,0.3972161968261397,0.5557873929277399
310,TweetTokenizer,LSTM,0.0,0.3574654247812588,0.3977421133190989,0.5563364814408083
17,NLTKWordTokenizer,KNN,-0.003414884628219653,0.4701347508276538,0.4627791830744659,0.4782210834553441
348,MWETokenizer,LSTM,0.0,0.3552817898612291,0.3915668837082468,0.5510652317153525
481,ToktokTokenizer,GB,-0.000658991714697238,0.37683618849800105,0.4161520092066493,0.5560741249142073
429,NLTKWordTokenizer,BNB,0.02398408986727672,0.5016767762343104,0.5159833278958289,0.5331649461893258
341,SyllableTokenizer,BNB,0.010836856109290536,0.3815799250648152,0.4251283761281189,0.5635844498133099
312,MWETokenizer,BNB,0.05340832915062186,0.5263913192403362,0.529891534115766,0.5290322580645161
459,SyllableTokenizer,LSTM,0.0,0.3578669017188189,0.3988852768643527,0.5573095401509952
507,ToktokTokenizer,LSTM,0.0,0.3585453905080567,0.4008227399173114,0.5589567604667124
277,NLTKWordTokenizer,GB,-0.0070250843745231295,0.37586350688503134,0.4123345579025504,0.5512697323266987
464,NLTKWordTokenizer,BNB,-0.013172590446522836,0.408948688769681,0.4408820074057716,0.5441317776252573
353,WhitespaceTokenizer,KNN,0.011116729156706107,0.4742861555546567,0.4662974124775387,0.4827586206896552
474,NLTKWordTokenizer,LSTM,0.01448759918013756,0.3587201974958777,0.3994275837184733,0.5573095401509952
426,TreebankWordTokenizer,SGDC,-6.130937141030817e-05,0.4999575335484967,0.5060819644113042,0.505820338238524
435,WhitespaceTokenizer,KNN,0.02032564508116373,0.4782901123827186,0.4707164533984433,0.4901164067647705
140,TweetTokenizer,LR,0.003391511685880281,0.3792917956031387,0.4148833148020313,0.5519765739385066
286,WhitespaceTokenizer,BNB,0.027212781912823555,0.4467588168768784,0.4807483681555199,0.5608390072479684
6,ToktokTokenizer,BiLSTM,0.4804341770856145,0.7397994199652143,0.7433558921667841,0.7441434846266471
3,ToktokTokenizer,BNB,0.06783698378711236,0.5337756706342112,0.5377985431419203,0.5371522693997072
275,NLTKWordTokenizer,KNN,0.007066645191782462,0.4759958010828248,0.469055862852145,0.4848318462594372
182,MWETokenizer,BiLSTM,-0.004080506015183353,0.36209718224451104,0.4105735041414652,0.5669183253260124
282,WhitespaceTokenizer,LSTM,-0.01047479179911816,0.357186976087532,0.3970487484360788,0.5556623198352779
248,NLTKWordTokenizer,GB,0.00954645393005828,0.3717902863484259,0.4049106271902708,0.5490734385724091
112,ToktokTokenizer,BiLSTM,0.0,0.35785638735456576,0.3988553072820837,0.5572840409956076
167,NLTKWordTokenizer,BiLSTM,0.01304467494363444,0.3566169641280069,0.3946850244885961,0.5536032944406314
215,SyllableTokenizer,LR,0.01808329469703604,0.4048881723097276,0.4422882987959184,0.5592312971859986
